,name,followers,degree_centrality,category,geodata,location,phone,email,webpage,twitter,description,Unnamed: 11,geoloc,point,latitude,longitude,altitude
229,filles du saintespirt,845,2.3669467787114846,religious organization,,15 bd sebastopol 35101 rennes cedex 2 france,,,,,,,,,,,
230,fils de la charite,1425,3.991596638655462,religious organization,,22 rue de l'abbé derry 92130 issylesmoulineaux france,,,,,,,,,,,
231,fondation de france,70572,197.68067226890756,cso,,40 av hoche 75008 paris france,,,,,,,"40, Avenue Hoche, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France","(48.8755373, 2.2987971, 0.0)",48.8755373,2.2987971,0.0
232,fondation maison des sciences de l'homme,9628,26.969187675070028,education,,54 bd raspail 75006 paris france,,,,,,,"Maison des Sciences de l'Homme - MSH - EHESS, 54, Boulevard Raspail, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France","(48.850231300000004, 2.326797041094853, 0.0)",48.850231300000004,2.326797041094853,0.0
233,fondation mfr monde,587,1.6442577030812324,education,,58 rue notre dame de lorette 75009 paris,,,,,,,"58, Rue Notre-Dame-de-Lorette, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8799925, 2.3357441, 0.0)",48.8799925,2.3357441,0.0
234,fondation napoleon,18243,51.10084033613445,education,,7 rue geoffroy saint hilaire 75005 paris france,,,,,,,"7, Rue Geoffroy Saint-Hilaire, Quartier du Jardin des Plantes, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France","(48.8389365, 2.3567846, 0.0)",48.8389365,2.3567846,0.0
235,forum refugiescosi,6993,19.58823529411765,human rights democracy and governance,,3 bd richard lenoir 75011 paris france,,,,,,,"3, Boulevard Richard-Lenoir, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8546701, 2.3693933, 0.0)",48.8546701,2.3693933,0.0
237,france amerique latine,10547,29.54341736694678,education,,37 bd saintjacques 75014 paris france,,,,,,,,,,,
239,francodiff,2091,5.857142857142857,education,,marnela vallée chessy pl des passagers du vent 77700 chessy france,,,,,,,,,,,
240,francais du mondeadfe,15153,42.445378151260506,cso,,62 bd garibaldi 75015 paris france,,,,,,,"62, Boulevard Garibaldi, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France","(48.8459763, 2.3075242, 0.0)",48.8459763,2.3075242,0.0
241,fraternite europe asie,87,0.24369747899159663,economic recovery and development,,17 rue du cardinal lemoine 75005 paris france,,,,,,,"17, Rue du Cardinal Lemoine, Quartier Saint-Victor, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France","(48.8486135, 2.3537831, 0.0)",48.8486135,2.3537831,0.0
242,friendsinternational,24651,69.05042016806723,protection,,29 rue vaneau 75007 paris france,,,,,,,"29, Rue Vaneau, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8526752, 2.3191788, 0.0)",48.8526752,2.3191788,0.0
243,futuribles,3015,8.445378151260504,education,,47 rue de babylone 75007 paris france,,,,,,,"Coutume, 47, Rue de Babylone, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8516152, 2.3183721, 0.0)",48.8516152,2.3183721,0.0
244,genre en action,8962,25.103641456582633,human rights democracy and governance,,11 allée ausone 33607 pessac france,,,,,,,"Sciences Po Bordeaux, 11, Allée Ausone, Brivazac-Candau, Pessac, Bordeaux, Nouvelle-Aquitaine, France métropolitaine, 33607, France","(44.798599100000004, -0.6139021806866118, 0.0)",44.798599100000004,-0.6139021806866118,0.0
245,geres  acting for climate solidarity,2639,7.392156862745098,envirnoment,,2 cr maréchal foch 13400 aubagne france,,,,,,,,,,,
246,global ocean observing system,680,1.9047619047619047,environment,,7 pl de fontenoy 75352 paris france,,,,,,,"Place de Fontenoy, Quartier de l'École Militaire, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.85121965, 2.306670824655578, 0.0)",48.85121965,2.306670824655578,0.0
247,greenpeace france,876230,2454.4257703081234,environment,,13 rue d'enghien 75010 paris france,,,,,,,"GreenPeace France, 13, Rue d'Enghien, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8717372, 2.3521223, 0.0)",48.8717372,2.3521223,0.0
248,groupe urd,1654,4.633053221288516,environment,,la font des marins 26170 plaisians france,,,,,,,,,,,
249,generations futures,28249,79.12885154061625,environment,,179 rue la fayette 75010 paris france,,,,,,,"179, Rue La Fayette, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8801367, 2.3598275, 0.0)",48.8801367,2.3598275,0.0
250,handicap international  humanity  inclusion,214969,602.1540616246499,human rights democracy and governance,,138 avenue des frères lumière 69008 lyon  france,,,,,,,"138, Avenue des Frères Lumière, Monplaisir, Lyon 8e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69008, France","(45.7432443, 4.8705184, 0.0)",45.7432443,4.8705184,0.0
251,helio international,224,0.6274509803921569,economic recovery and development,,75116 paris france,,,,,,,"Paris, Île-de-France, France métropolitaine, 75116, France","(48.868270471326156, 2.284165445085393, 0.0)",48.868270471326156,2.284165445085393,0.0
252,hera,1233,3.453781512605042,human rights democracy and governance,,15 rue beranger paris 75003 france,,,,,,,"15, Rue Béranger, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France","(48.8660891, 2.3636176, 0.0)",48.8660891,2.3636176,0.0
253,hes lgbti,2397,6.714285714285714,human rights democracy and governance,,20 rue edouard pailleron 75019 paris france,,,,,,,"20, Rue Édouard Pailleron, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France","(48.8804479, 2.3766239, 0.0)",48.8804479,2.3766239,0.0
254,human dignity,1635,4.579831932773109,human rights democracy and governance,,68 rue joseph de maistre 75018 paris france,,,,,,,"68, Rue Joseph de Maistre, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France","(48.890527, 2.3312658, 0.0)",48.890527,2.3312658,0.0
255,human rights watch en francais,131960,369.6358543417367,human rights democracy and governance,,142 rue montmartre 75002 paris france,,,,,,,"142, Rue Montmartre, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France","(48.8688839, 2.3433978, 0.0)",48.8688839,2.3433978,0.0
256,icc arbitration,11272,31.574229691876752,human rights democracy and governance,,3343 av du président wilson 75116 paris france,,,,,,,"Avenue du Président Wilson, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France","(48.864567, 2.2931936, 0.0)",48.864567,2.2931936,0.0
257,idate digiworld,1231,3.4481792717086837,education,,52 rue montmartre 75002 paris france,,,,,,,"52, Rue Montmartre, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France","(48.8652795, 2.3450112, 0.0)",48.8652795,2.3450112,0.0
258,institut europeen de cooperation et de developpement,6451,18.07002801120448,education,,20 rue de dantzig 75015 paris france,,,,,,,"20, Rue de Dantzig, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France","(48.8343618, 2.2993947, 0.0)",48.8343618,2.2993947,0.0
259,institut francais des relations internationales,107676,301.61344537815125,education,,27 rue de la procession 75015 paris france,,,,,,,"27, Rue de la Procession, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France","(48.8383265, 2.3071478, 0.0)",48.8383265,2.3071478,0.0
260,iheal creda,5098,14.280112044817928,education,,5 cours des humanités 93322 aubervilliers france,,,,,,,"Recherche Sud (EHESS, Paris 1, Paris 3, Paris 13, IDA), 5, Cours des Humanités, Landy-Plaine - Marcreus - Pressensé, Aubervilliers, Saint-Denis, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93300, France","(48.9085199, 2.3661494126966396, 0.0)",48.9085199,2.3661494126966396,0.0
261,ilci paris,863,2.4173669467787113,education,,4 rue véronèse 75013 paris france,,,,,,,"4, Rue Véronèse, Quartier de la Salpêtrière, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8341258, 2.3552784, 0.0)",48.8341258,2.3552784,0.0
262,inalco  langues o',21071,59.022408963585434,education,,2 rue de lille 75007 paris france,,,,,,,"2, Rue de Lille, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8577354, 2.3325384, 0.0)",48.8577354,2.3325384,0.0
263,initiative developpement poitiers,10629,29.77310924369748,economic recovery and development,,29 rue ladmirault 86000 poitiers france,,,,,,,"Rue Ladmirault, Les Montgorges, Poitiers, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86000, France","(46.5840945, 0.3234629, 0.0)",46.5840945,0.3234629,0.0
264,institut d'etudes slaves,935,2.619047619047619,education,,9 rue michelet 75006 paris france,,,,,,,"9, Rue Michelet, Quartier de l'Odéon, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France","(48.8424843, 2.3354027, 0.0)",48.8424843,2.3354027,0.0
265,institut de la protection sociale europeenne,62,0.17366946778711484,education,,92 bd de magenta 75010 paris france,,,,,,,"Philippine Mini Mart, 92, Boulevard de Magenta, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8771713, 2.3555504, 0.0)",48.8771713,2.3555504,0.0
266,institut de medecine et d'epidemoiologie appliquee,16,0.04481792717086835,health,,46 rue henri huchard 75018 paris france,,,,,,,"Bichât, 46, Rue Henri Huchard, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France","(48.89953965, 2.3325203670032293, 0.0)",48.89953965,2.3325203670032293,0.0
267,institut de recherche our le developpement,26195,73.37535014005603,education,,44 bd de dunkerque 13002 marseille france,,,,,,,"Boulevard de Dunkerque, La Joliette, 2e Arrondissement, Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13002, France","(43.3048375, 5.36708, 0.0)",43.3048375,5.36708,0.0
268,institut du monde arabe,182622,511.546218487395,education,,1 rue des fossés saintbernard 75005 paris france,,,,,,,,,,,
269,institut international des droits de l'homme,14027,39.29131652661064,human rights democracy and governance,,2 all rené cassin 67000 strasbourg france,,,,,,,"2, Allée René Cassin, Quartier des XV, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67081, France","(48.5973809, 7.7753123, 0.0)",48.5973809,7.7753123,0.0
270,institute for economic studies  europe,6334,17.742296918767508,education,,35 av macmahon 75017 paris france,,,,,,,,,,,
271,international chamber of commerce,32334,90.57142857142857,economic recovery and development,,3343 av du président wilson 75116 paris france,,,,,,,"Avenue du Président Wilson, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France","(48.864567, 2.2931936, 0.0)",48.864567,2.2931936,0.0
272,international council of women,8161,22.859943977591037,human rights democracy and governance,,13 rue caumartin 75009 paris france,,,,,,,"13, Rue de Caumartin, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8710926, 2.3280361, 0.0)",48.8710926,2.3280361,0.0
273,international federation of catholic universities,559,1.5658263305322129,education,,9 21 rue d'assas 75006 paris france,,,,,,,"Rue d'Assas, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France","(48.8456085, 2.3316929, 0.0)",48.8456085,2.3316929,0.0
274,international institute for research  human development,573,1.6050420168067228,education,,2 rue jean engling 1466 luxembourg,,,,,,,"2, Rue Jean Engling, Dommeldange, Luxembourg, Canton Luxembourg, 1466, Lëtzebuerg","(49.6389604, 6.1450645, 0.0)",49.6389604,6.1450645,0.0
275,international science council,18604,52.11204481792717,education,,5 rue auguste vacquerie 75116 paris france,,,,,,,"5, Rue Auguste Vacquerie, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France","(48.8708187, 2.2963325, 0.0)",48.8708187,2.2963325,0.0
276,international union again tuberculosis and lung disease,13264,37.15406162464986,health,,2 rue jean lantier 75001 paris france,,,,,,,"2, Rue Jean Lantier, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France","(48.8584336, 2.3469548, 0.0)",48.8584336,2.3469548,0.0
277,investisseurs et partenaires,17701,49.582633053221286,economic recovery and development,,9 rue notre dame des victoires 75002 paris france,,,,,,,"9, Rue Notre-Dame-des-Victoires, Quartier Vivienne, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France","(48.8677528, 2.3415223, 0.0)",48.8677528,2.3415223,0.0
278,institut de relations internationales et strategiques,66235,185.53221288515405,education,,2 bis rue mercœur 75011 paris france,,,,,,,"L'Éclat de Verre, 2 bis, Rue Mercœur, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8566748, 2.3827298, 0.0)",48.8566748,2.3827298,0.0
279,jeux del la francophonie,16980,47.563025210084035,education,,1921 avenue bosquet 75007 paris,,,,,,,"Avenue Bosquet, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8555187, 2.3052487, 0.0)",48.8555187,2.3052487,0.0
280,kinome,1398,3.9159663865546217,environment,,45 bis av de la belle gabrielle nogent sur marne france,,,,,,,"Avenue de la Belle Gabrielle, Le Bois - Porte de Nogent, Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94130, France","(48.8323439, 2.4663373, 0.0)",48.8323439,2.4663373,0.0
282,krousar thmey foundation,12248,34.30812324929972,protection,,47 rue greneta 75002 paris france,,,,,,,"Rue Greneta, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France","(48.8651327, 2.3503553, 0.0)",48.8651327,2.3503553,0.0
283,l'appel,1022,2.8627450980392157,humanitarian,,89 av de flandre 75019 paris france,,,,,,,"89, Avenue de Flandre, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France","(48.88959, 2.37495, 0.0)",48.88959,2.37495,0.0
284,la balle aux prisonniers,6120,17.142857142857142,human rights democracy and governance,,8 rue carnot 92300 levalloisperret france,,,,,,,,,,,
285,la conferederation europeenne du lin et du chanvre,13455,37.6890756302521,environment,,15 rue du louvre 75001 paris france,,,,,,,"Rue du Louvre, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France","(48.862635, 2.3416909, 0.0)",48.862635,2.3416909,0.0
286,la dcc  delegation catholique pour la cooperation,6775,18.977591036414566,economic recovery and development,,106 rue du bac 75007 paris france,,,,,,,"Délégation Catholique pour la Coopération, 106, Rue du Bac, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8534158, 2.3236654, 0.0)",48.8534158,2.3236654,0.0
287,la guilde europeenne du raid,8657,24.249299719887954,economic recovery and development,,7 rue pasquier 75008 paris france,,,,,,,"7, Rue Pasquier, Quartier de la Madeleine, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France","(48.8718664, 2.3231406, 0.0)",48.8718664,2.3231406,0.0
288,la securites sociale des artistes auteurs,8330,23.333333333333332,protection,,60 rue du faubourg poissonnière 75010 paris france,,,,,,,"Café Michalak, 60, Rue du Faubourg Poissonnière, Quartier de Rochechouart, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8753387, 2.3482731, 0.0)",48.8753387,2.3482731,0.0
289,les amis de la terre france,56135,157.2408963585434,protection,,12 rue ganneron 75018 paris,,,,,,,"12, Rue Ganneron, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France","(48.8862979, 2.3271789, 0.0)",48.8862979,2.3271789,0.0
290,les cdf  les chirurgiensdentistes de france,9780,27.394957983193276,health,,54 rue ampère 75017 paris france,,,,,,,"54, Rue Ampère, Quartier de la Plaine-de-Monceau, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France","(48.8853924, 2.3004762, 0.0)",48.8853924,2.3004762,0.0
291,les sauveteurs en mer  snsm,164982,462.1344537815126,environment,,8 cité d'antin 75009 paris france,,,,,,,"8, Cité d'Antin, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8735722, 2.334336, 0.0)",48.8735722,2.334336,0.0
292,livelihoods,4485,12.563025210084033,environment,,48 rue de la victoire 48 50 75011 paris france,,,,,,,,,,,
293,magic hospital,367,1.0280112044817926,health,,142 ave parmentier 75011 paris france,,,,,,,,,,,
294,maison familiales rurales mfr,13534,37.910364145658264,education,,58 rue notre dame de lorette 75009 paris france,,,,,,,"58, Rue Notre-Dame-de-Lorette, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8799925, 2.3357441, 0.0)",48.8799925,2.3357441,0.0
295,makesense,107195,300.26610644257704,environment ,,11 rue biscornet 75012 paris france,,,,,,,"11, Rue Biscornet, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8505086, 2.3696736, 0.0)",48.8505086,2.3696736,0.0
296,mouvement pour une alternative nonviolente,2694,7.546218487394958,human rights democracy and governance,,187 mnt de choulans 69005 lyon france,,,,,,,,,,,
297,medair,31645,88.64145658263305,health,,18 rue de gravelle 75012 paris france,,,,,,,"18, Rue de Gravelle, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8365505, 2.3983584, 0.0)",48.8365505,2.3983584,0.0
298,mercy ships france,3324,9.3109243697479,health,,129 rue servient 69326 lyon cedex 03 france,,,,,,,,,,,
299,mrap,3304,9.254901960784315,human rights democracy and governance,,43 boulevard magenta 75010 paris,,,,,,,"43, Boulevard de Magenta, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8726807, 2.3590523, 0.0)",48.8726807,2.3590523,0.0
301,noe,15942,44.65546218487395,environment,,47 rue clisson 75013 paris france,,,,,,,"47, Rue Clisson, Quartier de la Gare, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8314834, 2.3666422, 0.0)",48.8314834,2.3666422,0.0
302,negawatt,11213,31.408963585434172,environment,,valence cedex 9 avenue de la gare alixan france,,,,,,,,,,,
303,oafrica,6865,19.2296918767507,protection ,,29 rue vineuse 75116 paris,,,,,,,"29, Rue Vineuse, Quartier de la Muette, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France","(48.8602421, 2.2844166, 0.0)",48.8602421,2.2844166,0.0
304,observatoire pharos,1010,2.8291316526610646,education ,,33 rue godot de mauroy 75009 paris france,,,,,,,"33, Rue Godot de Mauroy, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8721554, 2.327303, 0.0)",48.8721554,2.327303,0.0
305,observatoire zététique,13017,36.46218487394958,education,,4 avenue du vercors fontaine 38600 france,,,,,,,"4, Avenue du Vercors, Quartier Bastille, Fontaine, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38600, France","(45.1925303, 5.7000952, 0.0)",45.1925303,5.7000952,0.0
306,office international de l'eau,2655,7.436974789915967,environment,,pl sophie laffitte 06560 valbonne france,,,,,,,"Place Sophie Laffitte, Sophia Antipolis, Valbonne, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06560, France","(43.615091899999996, 7.054790651239227, 0.0)",43.615091899999996,7.054790651239227,0.0
307,one france,133500,373.9495798319328,human rights democracy and governance,,22 rue chapon 75003 paris,,,,,,,"22, Rue Chapon, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France","(48.8635201, 2.3558053, 0.0)",48.8635201,2.3558053,0.0
308,ong sante diabete,5504,15.417366946778712,health,,17 av malherbe 38100 grenoble france,,,,,,,"17, Avenue Malherbe, Secteur 5, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38100, France","(45.169467850000004, 5.736439229143644, 0.0)",45.169467850000004,5.736439229143644,0.0
309,organisation internationale de la francophone,303007,848.7591036414566,education,,921 avenue bosquet 75007 paris france,,,,,,,"Avenue Bosquet, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8555187, 2.3052487, 0.0)",48.8555187,2.3052487,0.0
310,osez le feminisme!,125608,351.84313725490193,education,,22 rue deparcieux 75014 paris france,,,,,,,"22, Rue Deparcieux, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France","(48.8355969, 2.3258466, 0.0)",48.8355969,2.3258466,0.0
312,paris habitat,3369,9.436974789915967,economic recovery and development,,21 rue claude bernard 75005 paris france,,,,,,,"21, Rue Claude Bernard, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France","(48.8391929, 2.3485364, 0.0)",48.8391929,2.3485364,0.0
313,paris institute of political studies sciences po,76,0.21288515406162464,education,,27 rue saintguillaume 75007 paris france,,,,,,,,,,,
314,parliamentary network on the world bank and imf,210,0.5882352941176471,education ,,66 avenue d'iéna 75116 paris france,,,,,,,"66, Avenue d'Iéna, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France","(48.8692381, 2.2959755, 0.0)",48.8692381,2.2959755,0.0
315,partage,18103,50.70868347338936,human rights democracy and governance,,340 rue vivenel bp 70311 60203 compiègne cedex  france,,,,,,,,,,,
316,passerelles numeriques,13532,37.904761904761905,education,,31 rue de l'ourcq 75019 paris france,,,,,,,"Passerelles numériques, 31, Rue de l'Ourcq, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France","(48.8887746, 2.3835009, 0.0)",48.8887746,2.3835009,0.0
317,peta france,120396,337.2436974789916,protection ,,bp 90316 75464 paris cedex 10 france,,,,,,,,,,,
319,play international,7929,22.210084033613445,education,,173 rue de vaugirard 75015 paris france,,,,,,,"173, Rue de Vaugirard, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France","(48.843267, 2.3139342, 0.0)",48.843267,2.3139342,0.0
320,premiere urgence internationale,96124,269.2549019607843,humanitarian ,,2 rue auguste thomas 92600 asnièressur seine france,,,,,,,,,,,
322,reseau euromed france,4916,13.7703081232493,human rights democracy and governance,,80 rue de paris 93100 paris france,,,,,,,"80, Rue de Paris, Faubourg de Paris, Valenciennes, Nord, Hauts-de-France, France métropolitaine, 59300, France","(50.3588167, 3.5192041, 0.0)",50.3588167,3.5192041,0.0
323,reporters sans frontieres,268278,751.4789915966387,human rights democracy and governance,,47 rue vivienne 75002 paris,,,,,,,"Aprentiv'Conseil, 47, Rue Vivienne, Quartier du Palais Royal, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France","(48.8709494, 2.3410518, 0.0)",48.8709494,2.3410518,0.0
324,ritimo,6196,17.355742296918766,education,,21 ter rue voltaire 75011,,,,,,,"Rue Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8524844, 2.3913929, 0.0)",48.8524844,2.3913929,0.0
325,sahara conversation fund,71593,200.5406162464986,environment,,3 bis grandplace 77600 bussy saint georges france,,,,,,,,,,,
326,sante sud,3405,9.53781512605042,health,,27 rue du faubourg saint jacques paris france 75014,,,,,,,"Pépinière d'Entreprises Paris Santé Cochin, 27, Rue du Faubourg Saint-Jacques, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France","(48.8374824, 2.341553830389646, 0.0)",48.8374824,2.341553830389646,0.0
327,sciences citoyennes,3642,10.201680672268907,education,,38 rue st sabin 75011 paris france,,,,,,,"Fondation Charles-Léopold Mayer pour le Progrès de l'Homme, 38, Rue Saint-Sabin, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8578781, 2.3694829, 0.0)",48.8578781,2.3694829,0.0
328,secours islamique france,456353,1278.2997198879552,education,,10 rue galvani 91300 massy france,,,,,,,"10, Rue Galvani, Atlantis, Massy, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91300, France","(48.7216601, 2.2720023, 0.0)",48.7216601,2.2720023,0.0
330,societe entomologique de france,1019,2.854341736694678,education,,45 rue buffon 75005 paris france,,,,,,,"45, Rue Buffon, Quartier du Jardin des Plantes, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France","(48.8419461, 2.3591237, 0.0)",48.8419461,2.3591237,0.0
331,soeurs auxiliatrices de la charite,100,0.2801120448179272,education,,25 rue gandon 75013 paris france,,,,,,,"25, Rue Gandon, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8208119, 2.3611362, 0.0)",48.8208119,2.3611362,0.0
332,solidarites international,45817,128.33893557422968,humanitarian ,,89 rue de paris 92110 clichy la garenne,,,,,,,"89, Rue de Paris, Clichy-la-Garenne, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92110, France","(48.901092, 2.303502, 0.0)",48.901092,2.303502,0.0
333,sos homophobie,46497,130.2436974789916,human rights democracy and governance,,14 rue abel 75012 paris france,,,,,,,"Le Pop-up du Label, 14, Rue Abel, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8475082, 2.375638, 0.0)",48.8475082,2.375638,0.0
334,strass  syndicat du travail sexuel,8704,24.38095238095238,human rights democracy and governance,,39 bis bd barbès 75018 paris france,,,,,,,"Boulevard Barbès, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France","(48.8894386, 2.3494659, 0.0)",48.8894386,2.3494659,0.0
335,survie,14166,39.680672268907564,human rights democracy and governance,,21ter rue voltaire 75011 paris france,,,,,,,"Rue Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8524844, 2.3913929, 0.0)",48.8524844,2.3913929,0.0
337,syrian nonviolence movement,4771,13.364145658263306,human rights democracy and governance,,rue de l'espérance 95800 cergy france,,,,,,,"Rue de l'Espérance, La Pointe du Hazay, Cergy le Haut, Cergy, Pontoise, Val-d'Oise, Île-de-France, France métropolitaine, 95800, France","(49.0480209, 2.0129159, 0.0)",49.0480209,2.0129159,0.0
339,institute of democracy and cooperation paris,480,1.3445378151260505,education ,,63 bis rue de varenne 75007 paris france,,,,,,,"Rue de Varenne, Faubourg Saint-Germain, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8554346, 2.3179914, 0.0)",48.8554346,2.3179914,0.0
